translation
"{'cy': 'Iaith fyw: ', 'en': 'A living language:'}"
"{'cy': 'Bydd gan y Comisiynydd rôl allweddol wrth warchod hawliau siaradwyr Cymraeg a chyfrannu at y drafodaeth gyhoeddus ynghylch dyfodol y Gymraeg.', 'en': 'The Commissioner will have a key role to play in safeguarding the rights of Welsh speakers and contributing to the public debate surrounding the future of the Welsh language.'}"
"{'cy': 'Bydd y gwahanol wasanaethau Cymraeg sydd ar gael i’r cyhoedd yn gwella o ganlyniad i’r Mesur. ', 'en': 'The range of services available to the public in Welsh will be improved as a result of the Measure. '}"
"{'cy': 'Caiff hyn ei gyflawni drwy greu safonau a fydd yn gosod dyletswyddau ar sefydliadau sy’n dod o dan gwmpas y Mesur o ran:', 'en': 'This will be achieved by creating standards which will impose duties on organisations who fall within the scope of the Measure to:'}"
"{'cy': 'darparu gwasanaethau yn y Gymraeg', 'en': 'provide services in Welsh'}"
"{'cy': 'ystyried effaith penderfyniadau polisi ar y Gymraeg', 'en': 'consider the effect of policy decisions on the Welsh language'}"
"{'cy': '20Iaith fyw: ', 'en': '20A living language: '}"
"{'cy': 'iaith byw', 'en': 'a language for living'}"
"{'cy': 'hybu’r defnydd o’r Gymraeg yn y gweithle', 'en': 'promote the use of Welsh in the workplace'}"
"{'cy': 'hybu a hwyluso’r defnydd o’r Gymraeg yn fwy eang', 'en': 'promote and facilitate the use of Welsh more widely'}"
"{'cy': 'cadw cofnodion ynghylch cydymffurfiaeth â safonau ac ynghylch cwynion.', 'en': 'keep records of compliance with standards and of complaints.'}"
"{'cy': 'Bydd gan y Comisiynydd a Llywodraeth Cymru ill dau rolau pwysig wrth greu safonau. ', 'en': 'Both the Commissioner and the Welsh Government will have important roles to play in the creation of standards. '}"
"{'cy': 'Bydd gan y Comisiynydd hefyd bwerau sylweddol i orfodi cydymffurfiaeth â safonau ynghyd â phwerau i ymchwilio i honiadau o ymyrraeth yn rhyddid unigolion i ddefnyddio’r Gymraeg gyda’i gilydd. ', 'en': 'The Commissioner will also have significant powers to enforce compliance with standards and powers to undertake investigations into allegations of interference with individuals’ freedom to use Welsh with one another. '}"
"{'cy': 'Bydd gan y Comisiynydd hefyd y p ˆwer i gynghori ac i gyflwyno argymhellion i Lywodraeth Cymru ynghylch y Gymraeg. ', 'en': 'The Commissioner will also have the power to advise and make recommendations to the Welsh Government in relation to the Welsh language. '}"
"{'cy': 'Bydd hefyd ddyletswydd ar y Comisiynydd i lunio adroddiad bob pum mlynedd ar sefyllfa’r Gymraeg.', 'en': 'The Commissioner will also be duty-bound to formulate a report every five years on the position of the Welsh language.'}"
"{'cy': 'Mae’n amlwg, felly, y bydd y Mesur a gwaith y Comisiynydd yn agweddau allweddol ar y gwaith y mae angen ei wneud er mwyn gwireddu gweledigaeth Llywodraeth Cymru o weld y Gymraeg yn ffynnu. ', 'en': 'It is evident, therefore, that the Measure and the work of the Commissioner are key elements of the work required to make the Welsh Government’s vision of a thriving Welsh language a reality. '}"
"{'cy': 'Er y bydd y Comisiynydd yn gweithredu yn annibynnol ar Lywodraeth Cymru ac yn pennu ei flaenoriaethau ei hun, bydd gwaith y Comisiynydd yn ategu’r gweithgareddau y bydd Llywodraeth Cymru yn ymgymryd â nhw ar draws pob maes wrth weithredu’r strategaeth hon. Bydd hefyd yn sicrhau y gallwn rannu’r cyfrifoldeb am hybu’r defnydd o’r Gymraeg gydag eraill, gan gynnwys awdurdodau lleol. ', 'en': 'While the Commissioner will operate independently of the Welsh Government and determine her own priorities, the work of the Commissioner will complement the activities undertaken by the Welsh Government across all areas in implementing this strategy and will ensure we can share the responsibility for promoting the use of Welsh with others, including local authorities. '}"
"{'cy': 'Gofynna hyn am sefydlu perthynas weithio dda rhwng Llywodraeth Cymru a’r Comisiynydd a byddwn yn mynd ati i chwilio am gyfleoedd i gydweithio’n effeithiol â’r Comisiynydd er lles y Gymraeg. ', 'en': 'This necessitates a good working relationship between the Welsh Government and the Commissioner and we will seek opportunities to collaborate effectively with the Commissioner for the benefit of the Welsh language. '}"
"{'cy': 'Efallai y bydd gwaith ymchwil yn un enghraifft o faes lle y byddai’n bosib cydweithio.', 'en': 'Research is an example of one area where there may be an opportunity to collaborate.'}"
"{'cy': 'Prif ffrydio ar draws Llywodraeth Cymru', 'en': 'Mainstreaming across Welsh Government'}"
"{'cy': 'Bydd Llywodraeth Cymru yn prif ffrydio’r iaith ymhellach i waith datblygu gwasanaethau a datblygu polisi, gan sicrhau ar yr un pryd fod Gweinidogion a swyddogion yn ystyried y cysylltiadau rhwng eu portffolios nhw a’r iaith. ', 'en': 'In addition, the Welsh Government will further mainstream the language into service and policy development, while ensuring that Ministers and officials consider the links between their portfolios and the language. '}"
"{'cy': 'I’r perwyl hwn, o dan broses polisi Llywodraeth Cymru, mae gofyn asesu effaith polisïau a gwasanaethau newydd ar y Gymraeg, gan gynnwys gweithgareddau polisi strategol.', 'en': 'To this end, the Welsh Government’s policy process requires the impact of new policies and services on the Welsh language to be assessed, including strategic policy activities.'}"
"{'cy': 'Rydym hefyd yn disgwyl i’r polisïau a lunnir, ac i’r gwasanaethau a ddarperir, gan gyrff cyhoeddus eraill gyd-fynd ag anghenion ieithyddol y boblogaeth y maent yn ei gwasanaethu. ', 'en': 'We also expect policies created, and services delivered, by other public bodies to be consistent with the language needs of the population they serve. '}"
"{'cy': 'Bydd gan y Comisiynydd rôl allweddol wrth ddatblygu’r agenda prif ffrydio.', 'en': 'The Commissioner will have a key role to play in developing the mainstreaming agenda.'}"
"{'cy': 'Iaith fyw: ', 'en': 'A living language: '}"
"{'cy': 'iaith byw21', 'en': 'a language for living21'}"
"{'cy': 'Caffael a chydymffurfio ag amodau grant', 'en': 'Procurement and grant condition compliance'}"
"{'cy': 'O bryd i’w gilydd y ffordd fwyaf effeithiol i Lywodraeth Cymru ymyrryd yw drwy gaffael neu gyflwyno amodau grant clir sy’n tynnu sylw sefydliadau a buddsoddwyr o’r tu allan at amodau cymdeithasol. ', 'en': 'Sometimes Welsh Government intervention is most effectively exercised through clear procurement or grant conditions which emphasise social conditions on organisations and inward investors. '}"
"{'cy': 'Trwy ddefnyddio ein pwerau mewn perthynas â chaffael neu gyllid grant, byddwn yn ei gwneud yn ofynnol i sefydliadau sy’n cyflwyno tendr ar gyfer contractau’r sector cyhoeddus neu sy’n cyflwyno cais am gymorth gan y sector cyhoeddus ddangos, lle y bo’n berthnasol, fod y Gymraeg ymysg y manteision a gyflawnir ar gyfer y gymuned leol. ', 'en': 'Through using our powers in respect of procurement or grant funding, we will require organisations tendering for public sector contracts or bidding for public sector support, to demonstrate, where relevant, that the Welsh language is incorporated into the services they offer to the public. '}"
"{'cy': 'O safbwynt caffael mae hyn yn golygu defnyddio dulliau a chanllawiau sydd ar gael, gan gynnwys y templed asesu risg cynaliadwy, yr arweiniad i roi gwasanaethau cyhoeddus allan ar gontract a’r Gymraeg, a’r ddogfen Budd i’r Gymuned: ', 'en': 'In procurement terms this means using tools and guidance available such as the sustainable risk-assessment template, the guide to contracting out public services and the Welsh language, and the document Community Benefits: '}"
"{'cy': 'Sicrhau’r Gwerth Gorau am Arian Cymru (Llywodraeth Cynulliad Cymru, 2010).', 'en': 'Delivering Maximum Value for the Welsh Pound (Welsh Assembly Government, 2010).'}"
"{'cy': 'Monitro', 'en': 'Monitoring'}"
"{'cy': 'Caiff y gwaith o weithredu’r strategaeth hon a’i chynlluniau gweithredu blynyddol, a wneir yn unol ag Adran 78 o Ddeddf Llywodraeth Cymru 2006, ei fonitro gan Is-adran y Gymraeg Llywodraeth Cymru, a fydd yn adrodd i Weinidogion Cymru. ', 'en': 'The implementation of this strategy and its annual action plans, to be prepared in accordance with Section 78 of the Government of Wales Act 2006, will be monitored by the Welsh Government’s Welsh Language Division, which will report to the Welsh Ministers. '}"
"{'cy': 'Caiff adroddiad blynyddol ar y gwaith o weithredu’r strategaeth a’r cynlluniau gweithredu blynyddol ei gyhoeddi a’i osod gerbron Cynulliad Cenedlaethol Cymru gan Weinidogion Cymru.', 'en': 'An annual report on the implementation of the strategy and annual action plans will be published and laid before the National Assembly for Wales by the Welsh Ministers.'}"
"{'cy': 'Fframwaith gwerthuso', 'en': 'Evaluation framework'}"
"{'cy': 'Mae’n hanfodol fod y strategaeth hon yn cael ei gwerthuso fel bod modd asesu ei heffeithiolrwydd yn unol â’i hamcanion strategol ac fel bod modd sicrhau bod gwelliannau dysgu yn seiliedig ar y dystiolaeth sydd ar gael. ', 'en': 'It is essential that this strategy is evaluated in order to help assess its effectiveness against its strategic objectives and to ensure learning improvements are based on the available evidence. '}"
"{'cy': 'Er mwyn gwneud hyn, byddwn yn datblygu fframwaith gwerthuso i gyd-fynd â’r strategaeth. Bydd hwn yn dynodi sut bydd y strategaeth yn cael ei gwerthuso drwy wahanol ddulliau a ffynonellau data, a fydd yn cynnwys ymchwil a dadansoddiad pwrpasol.', 'en': 'To do this, we will develop an evaluation framework alongside the strategy, incorporating a range of methods and sources of data including bespoke research and analysis.'}"
"{'cy': '22Iaith fyw: ', 'en': '22A living language: '}"
"{'cy': 'iaith byw', 'en': 'a language for living'}"
"{'cy': 'Yn wyneb yr ymyriadau polisi amrywiol sydd dan sylw, bydd hi’n bwysig sicrhau dull gweithredu cyson a chymharol tuag at werthuso ar draws y strategaeth. ', 'en': 'In light of the wide range of policy interventions covered, it will be important to ensure a consistent and comparable approach to evaluation across the strategy. '}"
"{'cy': 'Bydd y dull gweithredu ar y naill law yn ffurfiannol – er mwyn sicrhau bod gwersi’n cael eu dysgu gydol y gweithredu – ac ar y llaw arall yn adolygol – er mwyn sicrhau bod canlyniadau’n cael eu cofnodi mewn dull cadarn ac amserol.', 'en': 'The approach should be both formative – to ensure lessons are learned throughout implementation – and summative – to ensure outcomes are captured in a robust and timely manner.'}"
"{'cy': 'Bydd y fframwaith gwerthuso yn:', 'en': 'The evaluation framework will:'}"
"{'cy': 'dynodi sut bydd effeithiau’r strategaeth hon yn cael eu cofnodi ar wahanol lefelau (cyfranogwr unigol, prosiect/rhaglen ac yn lleol/genedlaethol)', 'en': ' set out how the effects of this strategy are to be captured at different levels (individual participant, project/programme and locally/nationally)'}"
"{'cy': 'diffinio ymhellach y dangosyddion mesuradwy sydd yn y strategaeth hon ynghylch effeithiau disgwyliedig ac effeithiau posib y strategaeth, gan ddefnyddio data a gasglwyd yn genedlaethol ac yn lleol pryd bynnag y bo hynny’n bosib (bydd hyn yn cydweddu cymaint â phosib â systemau monitro perfformiad y partneriaid eu hunain)', 'en': 'further define the measurable indicators contained in this strategy by way of its expected and possible effects, drawing where possible upon nationally and locally collected data (this should fit as much as possible with partners’ own performance-monitoring systems)'}"
"{'cy': 'dynodi bylchau yn yr wybodaeth/data sydd eisoes wedi’u casglu ac ystyried sut gellid canfod data priodol, gan ystyried ymarferoldeb a chost canfod gwybodaeth ychwanegol a’r budd y mae gwybodaeth o’r fath yn debygol o’i olygu', 'en': 'identify gaps in the information/data already gathered and consider how appropriate data might be sourced, taking into account the practicality and cost of deriving additional information and the utility that such information is likely to offer'}"
"{'cy': 'clustnodi rhaglen ar gyfer casglu, ymchwilio a dadansoddi data a fydd yn cael ei chyhoeddi gydol oes y strategaeth fel sail i’w datblygiad a’i hadolygiad parhaus – gan gynnwys ar gyfer yr adroddiad blynyddol ar weithrediad y strategaeth hon sy’n ofynnol o dan Adran 78 o Ddeddf Llywodraeth Cymru 2006.', 'en': 'identify a programme of data collection, research and analysis which will be published throughout the life of the strategy to inform its development and review – including for the annual report on the implementation of this strategy, which is required under Section 78 of the Government of Wales Act 2006.'}"
"{'cy': 'Dangosyddion', 'en': 'Indicators'}"
"{'cy': 'Byddwn yn defnyddio’r ddau ddangosydd isod er mwyn mesur llwyddiant cyffredinol y strategaeth hon. ', 'en': 'We will use the two indicators below to measure the overall success of this strategy. '}"
"{'cy': 'Y rhain yw’r dangosyddion sydd wedi’u cynnwys yn y Rhaglen Lywodraethu ar gyfer 2011–2016.', 'en': 'These are the indicators contained in the Programme for Government for 2011–2016.'}"
"{'cy': 'Canran y plant pum mlwydd oed (ar ddechrau’r flwyddyn academaidd) sy’n siarad Cymraeg gartref.', 'en': 'The percentage of five-year-olds (at the start of the academic year) who speak Welsh at home.'}"
"{'cy': 'Canran y bobl sy’n gallu siarad ac ysgrifennu Cymraeg.', 'en': 'The percentage of people able to speak and write Welsh.'}"
"{'cy': 'Hoffem hefyd fesur canran y bobl sy’n gallu siarad Cymraeg, ond nid ei hysgrifennu, a hefyd fesur y llwyddiant o dan bob un o’r chwe maes strategol. ', 'en': 'We also want to measure the percentage of people who are able to speak but not write Welsh, as well as measure success under each of the six strategic areas. '}"
"{'cy': 'Caiff y dangosyddion hyn eu nodi ar ddechrau’r chwe phennod nesaf. ', 'en': 'These indicators can be found at the beginning of each of the next six sections. '}"
"{'cy': 'Rydym yn cydnabod y bydd angen gwneud rhagor o waith er mwyn datblygu a diffinio’r dangosyddion hyn a byddwn yn gwneud hyn wrth ddatblygu ein fframwaith gwerthuso.', 'en': 'We recognise that further work is required to develop and define these indicators and will do so as we develop our evaluation framework.'}"
"{'cy': 'Iaith fyw: ', 'en': 'A living language: '}"
"{'cy': 'iaith byw23', 'en': 'a language for living23'}"
"{'cy': 'Pwyntiau gweithredu', 'en': 'Action points'}"
"{'cy': 'Byddwn yn:', 'en': 'We will:'}"
"{'cy': '1.', 'en': '1.'}"
"{'cy': 'Parhau i weithredu ein Strategaeth Addysg Cyfrwng Cymraeg, a gyhoeddwyd ym mis Ebrill 2010.', 'en': 'Continue to implement our Welsh-medium Education Strategy, as published in April 2010.'}"
"{'cy': '2.', 'en': '2.'}"
"{'cy': 'Dyrannu grantiau a chomisiynu prosiectau ar gyfer hybu’r defnydd o’r Gymraeg, gan werthuso’r cynllun grantiau, y prosiectau, a gwaith derbynwyr y grantiau o dro i dro.', 'en': 'Distribute grants and commission projects for promoting the use of Welsh, evaluating the grants scheme, the projects and grant recipients’ work from time to time.'}"
"{'cy': '3.', 'en': '3.'}"
"{'cy': 'Cwblhau’r broses o sefydlu’r fframwaith deddfwriaethol newydd o dan Fesur y Gymraeg.', 'en': 'Complete the process of establishing the new legislative framework under the Welsh Language Measure.'}"
"{'cy': '4.', 'en': '4.'}"
"{'cy': 'Sefydlu Cyngor Partneriaeth y Gymraeg a fydd yn cynghori Gweinidogion Cymru ynghylch gweithredu’r strategaeth hon.', 'en': 'Establish the Welsh Language Partnership Council which will advise the Welsh Ministers on the implementation of this strategy.'}"
"{'cy': '5.', 'en': '5.'}"
"{'cy': 'Gwneud safonau drwy is-ddeddfwriaeth, ar ôl i argymhellion y Comisiynydd ddod i law, a fydd yn galluogi’r Comisiynydd i osod dyletswyddau ar gyrff ynghylch y Gymraeg.', 'en': 'Make standards via subordinate legislation, following the receipt of recommendations by the Commissioner, which will enable the Commissioner to impose duties on bodies in relation to the Welsh language.'}"
"{'cy': '6.', 'en': '6.'}"
"{'cy': 'Prif ffrydio’r Gymraeg ar draws holl weithgareddau Llywodraeth Cymru. ', 'en': 'Mainstream the Welsh language across all of the Welsh Government’s activities. '}"
"{'cy': 'Byddwn yn gwella ein perfformiad mewn perthynas â’r gwaith yr ydym yn ei wneud o dan ein Cynllun Iaith Gymraeg.', 'en': 'We will improve our performance with regard to the work undertaken under our Welsh Language Scheme.'}"
"{'cy': '7.', 'en': '7.'}"
"{'cy': 'Datblygu fframwaith o fewn amodau Llywodraeth Cymru ynghylch caffael a cydymffurfiaeth â grant er mwyn sefydlu manteision cymunedol mewn perthynas â’r Gymraeg i’w ddefnyddio lle y bo’n briodol.', 'en': 'Develop a framework within the Welsh Government’s procurement and grant compliance conditions for the establishment of community benefits in respect of the Welsh language, for use where appropriate.'}"
"{'cy': '8.', 'en': '8.'}"
"{'cy': '24Iaith fyw: ', 'en': '24A living language: '}"
"{'cy': 'iaith byw', 'en': 'a language for living'}"
"{'cy': 'Paratoi fframwaith gwerthuso er mwyn gwella ein gallu i fesur effaith ymyriadau o dan y strategaeth, a chomisiynu ymchwil i gynyddu’r dystiolaeth sydd ar gael.', 'en': 'Prepare an evaluation framework to develop our ability to measure the impact of interventions under the strategy, and commission research to grow the available evidence base.'}"
"{'cy': 'Nod', 'en': 'Aim'}"
"{'cy': 'Annog a chefnogi’r defnydd o’r Gymraeg o fewn teuluoedd.', 'en': 'To encourage and support the use of the Welsh language within families.'}"
"{'cy': 'Y canlyniad a ddymunir', 'en': 'Desired outcome'}"
"{'cy': 'Cynnydd yn nifer y teuluoedd lle defnyddir y Gymraeg fel y brif iaith gyda’r plant gan o leiaf un oedolyn o’r teulu sydd mewn cyswllt agos â nhw.', 'en': 'More families where Welsh is the main language used with the children by at least one adult family member in regular contact with them.'}"
"{'cy': 'Dangosydd', 'en': 'Indicator'}"
"{'cy': 'Canran y plant pum mlwydd oed (ar ddechrau’r flwyddyn academaidd) sy’n siarad Cymraeg gartref.', 'en': 'The percentage of five-year-olds (at the start of the academic year) who speak Welsh at home.'}"
"{'cy': 'Nod', 'en': 'Aim'}"
"{'cy': 'Annog a chefnogi’r defnydd o’r Gymraeg o fewn teuluoedd.', 'en': 'To encourage and support the use of the Welsh language within families.'}"
"{'cy': 'Y canlyniad a ddymunir', 'en': 'Desired outcome'}"
"{'cy': 'Cynnydd yn nifer y teuluoedd lle defnyddir y Gymraeg fel y brif iaith gyda’r plant gan o leiaf un oedolyn o’r teulu sydd mewn cyswllt agos â nhw.', 'en': 'More families where Welsh is the main language used with the children by at least one adult family member in regular contact with them.'}"
"{'cy': 'Dangosydd', 'en': 'Indicator'}"
"{'cy': 'Canran y plant pum mlwydd oed (ar ddechrau’r flwyddyn', 'en': 'The percentage of five-year-olds (at the start of the academic'}"
"{'cy': 'academaidd) sy’n siarad Cymraeg gartref.', 'en': 'year) who speak Welsh at home.'}"
"{'cy': 'Maes strategol 1: ', 'en': 'Strategic area 1: '}"
"{'cy': 'Y teulu', 'en': 'The family'}"
"{'cy': 'Maes strategol 1: ', 'en': 'Strategic area 1: '}"
"{'cy': 'Y teulu', 'en': 'The family'}"
"{'cy': 'Ynghyd ag addysg, mae trosglwyddo’r iaith o’r naill genhedlaeth i’r llall yn un o’r ddau faes pwysicaf ym maes cynllunio ieithyddol. ', 'en': 'Passing the language from one generation to the next is one of the two most important areas of language planning – the other being education. '}"
"{'cy': 'Nid yw’r Gymraeg yn debygol o ffynnu fel iaith gymunedol a chymdeithasol os yw’n dibynnu ar y system addysg yn unig fel ffordd o alluogi siaradwyr newydd i ddysgu’r iaith. ', 'en': 'It is unlikely that Welsh will thrive as a community and social language if it is dependent on the education system alone as a means for new speakers to learn the language. '}"
"{'cy': 'Mae angen iddi fod yn iaith y cartref i gynifer o blant â phosibl, ac yn ddiamau, mae caffael yr iaith yn y modd hwn yn ffordd naturiol ac effeithiol o ddatblygu’n siaradwr Cymraeg rhugl.', 'en': 'It needs to be the language of the home for as many children as possible – and there is no doubt that learning the language in this way is a natural and effective way to become a fluent Welsh speaker.'}"
"{'cy': 'Ceir corff o dystiolaeth sy’n awgrymu bod y Gymraeg yn llai tebygol o gael ei defnyddio o fewn teuluoedd lle nad yw ond un rhiant/gofalwr yn siarad Cymraeg. ', 'en': 'There is a body of evidence which suggests that the Welsh language is less likely to be used in families in which only one parent/carer speaks Welsh. '}"
"{'cy': 'Yn ôl Cyfrifiad 2001, mewn teuluoedd lle’r oedd y ddau riant/gofalwr yn siarad Cymraeg, roedd 82 y cant o blant tair i bedair oed yn gallu siarad yr iaith, ond nid yw hyn ond yn cyfrif am 5 y cant o’r gr ˆwp oedran hwn. ', 'en': 'According to the 2001 Census, in families where both parents/carers spoke Welsh, 82 per cent of three to four-year-olds could also speak the language, but this accounts for only 5 per cent of this age group. '}"
"{'cy': 'Mewn teuluoedd lle’r oedd un rhiant/gofalwr yn siarad Cymraeg, 40 y cant o’r plant hyn oedd yn gallu siarad yr iaith. ', 'en': 'In families where only one parent/carer spoke Welsh, the percentage fell to 40 per cent. '}"
"{'cy': 'Mae hyn yn creu her enfawr, ac mae’n rhaid gwrth-droi’r dirywiad o ran y Gymraeg mewn teuluoedd er mwyn sicrhau bod yr iaith yn goroesi ac yn ffynnu. ', 'en': 'This presents a formidable challenge, and the decline of Welsh in families must be reversed if the language is to survive and prosper. '}"
"{'cy': 'O’r herwydd, cynyddu’r defnydd o’r Gymraeg o fewn teuluoedd yw un o flaenoriaethau allweddol Llywodraeth Cymru ar gyfer diogelu dyfodol y Gymraeg.', 'en': 'Hence, increasing the use of Welsh within families is one of the Welsh Government’s key priorities for safeguarding the future of the Welsh language.'}"
"{'cy': 'Gall ffactorau amrywiol iawn ddylanwadu ar benderfyniadau rhieni/gofalwyr ynghylch trosglwyddo iaith ac mae angen ystyried y rhain i gyd. ', 'en': 'A wide range of factors can influence parental decisions regarding language transmission and these need to be considered in the round. '}"
"{'cy': 'Mae’r dystiolaeth yn awgrymu bod dewis yn fater greddfol i raddau helaeth a bod rhieni/gofalwyr yn dueddol o ddefnyddio’r iaith y maent fwyaf cyfarwydd â hi, neu’r iaith y maent yn ei siarad â’u partner. ', 'en': 'The evidence suggests that choice is largely intuitive with parents/carers using the language they know best, or the language that is ‘inclusive’ of their partner. '}"
"{'cy': 'O ran y ffactorau sy’n dylanwadu ar yr iaith a gaiff ei dewis gan y plentyn, maent yn cynnwys eu ‘cymuned‘ o siaradwyr – sy’n cynnwys rhieni/gofalwyr, brodyr a chwiorydd, neiniau a theidiau, athrawon a ffrindiau – yn ogystal â dylanwadau cymdeithasol eraill fel y cyfryngau a gweithgareddau cymunedol.', 'en': 'In terms of influences on the language choice of the child, this includes their ‘community‘ of speakers – including parents/carers, siblings, grandparents, teachers and friends – in addition to other social influences such as the media and community activities.'}"
"{'cy': 'Iaith fyw: ', 'en': 'A living language: '}"
"{'cy': 'iaith byw25', 'en': 'a language for living25'}"
"{'cy': 'Dros y degawd diwethaf, mae Bwrdd yr Iaith Gymraeg wedi buddsoddi cryn egni ac arbenigedd ym maes trosglwyddo iaith. ', 'en': 'Over the past decade, the Welsh Language Board has directed considerable energy and expertise to language transmission. '}"
"{'cy': 'Ei brif fenter oedd Twf, sef prosiect arloesol ac eang ei gwmpas sy’n ceisio annog rhieni/gofalwyr Cymraeg eu hiaith i siarad Cymraeg â’u plant. ', 'en': 'Its main initiative was Twf, an innovative and extensive project aimed at encouraging Welsh-speaking parents/carers to speak Welsh with their children. '}"
"{'cy': 'Mae ganddi rwydwaith o swyddogion maes ledled Cymru, sy’n cyfleu i rieni/gofalwyr, darpar rieni/gofalwyr a’r cyhoedd fanteision siarad Cymraeg gartref, ynghyd â manteision diwylliannol ac economaidd magu plant yn ddwyieithog.', 'en': 'It has a network of field officers located throughout Wales, conveying to parents/carers, prospective parents/carers and the general public the advantages of speaking Welsh at home and the cultural and economic advantages of raising children bilingually.'}"
"{'cy': 'Mae Bwrdd yr Iaith Gymraeg hefyd wedi datblygu mentrau eraill wedi’u hanelu at rieni/gofalwyr, yn ogystal â Twf, mewn partneriaeth â sefydliadau allweddol eraill. ', 'en': 'In addition to Twf, other initiatives directed at parents/carers have been developed by the Welsh Language Board, in partnership with other key organisations. '}"
"{'cy': 'Amrywia’r prosiectau hyn o sesiynau ymwybyddiaeth iaith i gynlluniau sy’n ceisio cynyddu hyder rhieni/gofalwyr a’r teulu estynedig i ddefnyddio’r Gymraeg â’u plant ac o fewn y gymuned.', 'en': 'These projects range from language-awareness sessions to schemes aimed at raising the confidence of parents/carers and the extended family to use Welsh with their children and within the community.'}"
"{'cy': 'Mae tystiolaeth yn awgrymu bod cynlluniau fel Twf wedi llwyddo i gynnwys pwysigrwydd trosglwyddo iaith o fewn agendâu gwaith bydwragedd ac ymwelwyr iechyd. ', 'en': 'Evidence suggests that schemes such as Twf have succeeded in bringing the importance of language transmission into the work agendas of midwives and health visitors. '}"
"{'cy': 'Mae hefyd wedi cyfrannu at godi ymwybyddiaeth ynglˆyn â manteision dwyieithrwydd.', 'en': 'They have also contributed to raising awareness in relation to the advantages of being bilingual.'}"
"{'cy': 'Rydym yn cydnabod, fodd bynnag, ei bod yn anodd, ar sail y dystiolaeth sydd ar gael, i asesu effaith cynlluniau fel hyn ar batrymau iaith mewn teuluoedd a bod rhagor o waith i’w wneud i ddeall yn well effaith yr ymyriadau hyn. ', 'en': 'However, we recognise that it is difficult, on the basis of available evidence, to assess the impact of schemes such as these on language patterns in families and that further work remains to be done to better understand the impact of these interventions. '}"
"{'cy': 'Mae Llywodraeth Cymru yn awyddus iawn i ddeall yn well y penderfyniadau a wneir gan rieni/gofalwyr sy’n siarad Cymraeg a byddwn, i’r perwyl hwn, yn chwilio am ffyrdd i wella a datblygu gweithgareddau sy’n darbwyllo rhieni/gofalwyr a’r teulu estynedig i drosglwyddo’r Gymraeg i’w plant.', 'en': 'The Welsh Government is committed to better understanding the decisions made by Welsh-speaking parents/carers and, to this end, will look for ways to improve and develop initiatives which persuade parents/carers and the extended family to transmit Welsh to their children.'}"
"{'cy': 'Rydym hefyd yn cydnabod bod angen cynorthwyo rhieni/gofalwyr di-Gymraeg, gan greu cyfleoedd i’w plant glywed yr iaith, drwy weithgareddau o fewn y gymuned a thrwy weithgareddau amlgyfrwng yn y cartref fel gwasanaeth Cyw ar S4C sy’n cynnwys rhaglenni teledu a gwasanaeth ar-lein.', 'en': 'We also recognise that there is a need to support non-Welsh speaking parents/carers to provide opportunities for their children to have exposure to the language, through activities in the community as well as through multimedia activities in the home such as S4C’s Cyw service on television and online.'}"
"{'cy': '26Iaith fyw: ', 'en': '26A living language: '}"
"{'cy': 'iaith byw', 'en': 'a language for living'}"
"{'cy': 'Mae technolegau newydd yn ei gwneud yn bosibl i deuluoedd gadw mewn cysylltiad wyneb yn wyneb ble bynnag y maent, er enghraifft gall neiniau a theidiau gadw mewn cysylltiad â’u hwyrion. ', 'en': 'New technologies also present opportunities for families to maintain face-to-face relationships over long distances, for example between grandparents and their grandchildren. '}"
"{'cy': 'Gallai hyn olygu ei bod hi’n bosibl sicrhau bod rhagor o Gymraeg yn cael ei chlywed y tu allan i’r teulu agos os yw aelodau o deuluoedd yn byw yn bell i ffwrdd oddi wrth ei gilydd.', 'en': 'This could provide increased exposure to Welsh outside the immediate family in cases where they live a long distance away from each other.'}"
"{'cy': 'Mae hwn yn faes lle mae angen mwy o dystiolaeth a byddwn am sicrhau, felly, bod rhagor o waith ymchwil yn cael ei wneud ym maes trosglwyddo iaith ar ôl i ganlyniadau Cyfrifiad 2011 gael eu cyhoeddi. Y nod yw ceisio deall yn well y berthynas rhwng yr ymyriadau polisi a dewisiadau rhieni/gofalwyr.', 'en': 'This is an area where further evidence is required and we will want to ensure, therefore, that further research into language transmission is undertaken after the 2011 Census Welsh language results have been published, in an attempt to better understand the relationship between policy interventions and the choices made by parents/carers.'}"
"{'cy': 'Yn olaf, roedd ymrwymiad ym maniffesto Llywodraeth newydd Cymru ym mis Mai 2011 i sicrhau sail statudol i Gynlluniau Strategol y Gymraeg mewn Addysg, ac i’w gwneud yn ofynnol i awdurdodau lleol gynllunio addysg cyfrwng Cymraeg ar sail y galw gan rieni. ', 'en': 'Finally, the incoming Welsh Government’s manifesto in May 2011 committed it to putting Welsh in Education Strategic Plans on a statutory basis, and to require local authorities to plan Welsh-medium education on the basis of parental demand. '}"
"{'cy': 'Caiff yr ymrwymiad hwn, sy’n mynd â’r Strategaeth Addysg Cyfrwng Cymraeg gam ymhellach, ei weithredu fel rhan o raglen ddeddfwriaethol Llywodraeth Cymru.', 'en': 'This commitment, which takes the Welsh-medium Education Strategy a stage further, will be implemented as part of the Welsh Government’s Legislative Programme.'}"
"{'cy': 'Pwyntiau gweithredu', 'en': 'Action points'}"
"{'cy': 'Byddwn yn:', 'en': 'We will:'}"
